Orthogroup	Bombus_affinis.prot.fa.largestIsoform	Bombus_bifarius.prot.fa.largestIsoform	Bombus_pyrosoma.prot.fa.largestIsoform	Bombus_terrestris.prot.fa.largestIsoform	amellifera_eg_gene	dmelanogaster_eg_gene
OG0000881	LOC126922715	LOC117216518	LOC122574119	LOC100651342	LOC410424	FBgn0017558, FBgn0017558, FBgn0017558
OG0000882	LOC126922718	LOC117216499	LOC122574219	LOC100647992		FBgn0050036, FBgn0050037, FBgn0053145, FBgn0053145
OG0000883	LOC126922697	LOC117216371	LOC122574131	LOC100650783		FBgn0020378, FBgn0020378, FBgn0020378, FBgn0020378
OG0000884	LOC126922366	LOC117216609	LOC122574500	LOC100652014		FBgn0033362, FBgn0033362, FBgn0033362, FBgn0033362
OG0000885	LOC126922365	LOC117216539	LOC122574301	LOC100649708		FBgn0024232, FBgn0024232, FBgn0024232, FBgn0024232
OG0000886	LOC126922811	LOC117213509	LOC122574299	LOC100628631		FBgn0000721, FBgn0000721, FBgn0000721, FBgn0000721
OG0000887	LOC126922845	LOC117213497	LOC122574450	LOC100647235		FBgn0029851, FBgn0029851, FBgn0029851, FBgn0029851
OG0000888	LOC126922992	LOC117209979	LOC122575161	LOC105665609		FBgn0003716, FBgn0003716, FBgn0003716, FBgn0003716
OG0000889	LOC126923444	LOC117207520	LOC122574957	LOC100644269		FBgn0032482, FBgn0032482, FBgn0032482, FBgn0032482
OG0000890	LOC126923333	LOC117208500	LOC122574854	LOC100647802		FBgn0016983, FBgn0016983, FBgn0016983, FBgn0016983
OG0000891	LOC126923336, LOC126923659	LOC117208502	LOC122574826, LOC122574827	LOC100647566		FBgn0038034, FBgn0038037
OG0000892	LOC126923697	LOC117217255	LOC122574633	LOC100644781		FBgn0052082, FBgn0052082, FBgn0052082, FBgn0052082
OG0000893	LOC126923312	LOC117204014	LOC122574770	LOC100651897		FBgn0034720, FBgn0034720, FBgn0034720, FBgn0034720
OG0000894	LOC126923314, LOC126923555	LOC117204015, LOC117206558	LOC122574745, LOC122574772	LOC100647196, LOC100651776		
OG0000895	LOC126923503	LOC117217279	LOC122574843	LOC100650056		FBgn0004049, FBgn0004049, FBgn0004049, FBgn0004049
OG0000896	LOC126923471	LOC117217273	LOC122574576	LOC100650786		FBgn0004395, FBgn0004395, FBgn0004395, FBgn0004395
OG0000897	LOC126923227	LOC117207747	LOC122574804	LOC100652138		FBgn0046704, FBgn0046704, FBgn0046704, FBgn0046704
OG0000898	LOC126923742	LOC117216496	LOC122575076	LOC100646926		FBgn0039081, FBgn0039081, FBgn0039081, FBgn0039081
OG0000899	LOC126923745	LOC117208482	LOC122575260	LOC100651419, LOC105666916, LOC125386259, LOC125386260		FBgn0003257
OG0000900	LOC126922899	LOC117204847	LOC122575065	LOC100644499		FBgn0000581, FBgn0000581, FBgn0000581, FBgn0000581
OG0000901	LOC126923558	LOC117213028	LOC122575219	LOC100647821		FBgn0026147, FBgn0026147, FBgn0026147, FBgn0026147
OG0000902	LOC126923571	LOC117213413	LOC122575222	LOC105666454		FBgn0002629, FBgn0002732, FBgn0026320, FBgn0040296
OG0000903	LOC126923588	LOC117216160	LOC122574687	LOC100642502		FBgn0037332, FBgn0037332, FBgn0037332, FBgn0037332
OG0000904	LOC126923120	LOC117209716	LOC122574892	LOC100650784		FBgn0013799, FBgn0013799, FBgn0013799, FBgn0013799
OG0000905	LOC126923116	LOC117209480	LOC122574888	LOC100650055		FBgn0001098, FBgn0001098, FBgn0001098, FBgn0001098
OG0000906	LOC126923144	LOC117205547	LOC122575115	LOC100648998		FBgn0035944, FBgn0035944, FBgn0035944, FBgn0035944
OG0000907	LOC126923139	LOC117208599	LOC122575241	LOC100646522		FBgn0039228, FBgn0051294, FBgn0085303, FBgn0085326
OG0000908	LOC126924290	LOC117214798	LOC122575589	LOC100651856		FBgn0034971, FBgn0034971, FBgn0034971, FBgn0034971
OG0000909	LOC126924275	LOC117214732	LOC122575574	LOC100644581		FBgn0039161, FBgn0039161, FBgn0039161, FBgn0039161
OG0000910	LOC126924081	LOC117209705	LOC122575627	LOC100642349		FBgn0052549, FBgn0052549, FBgn0052549, FBgn0052549
OG0000911	LOC126924444	LOC117205571	LOC122576079	LOC100645350		FBgn0039254, FBgn0039254, FBgn0039254, FBgn0039254
OG0000912	LOC126923880	LOC117205549	LOC122576009	LOC100646726		FBgn0002932, FBgn0002932, FBgn0002932, FBgn0002932
OG0000913	LOC126923817	LOC117205577	LOC122575377	LOC100648463		FBgn0033844, FBgn0033844, FBgn0033844, FBgn0033844
OG0000914	LOC126923813, LOC126923823	LOC117205786	LOC122576020, LOC122576021	LOC100649119, LOC105666585		FBgn0037956
OG0000915	LOC126924370	LOC117205589	LOC122575415	LOC100651542		FBgn0003499, FBgn0003499, FBgn0003499, FBgn0003499
OG0000916	LOC126923953, LOC126923965	LOC117209897	LOC122575772	LOC100645349		FBgn0035943, FBgn0036749, FBgn0036750
OG0000917	LOC126923949	LOC117209906	LOC122575708	LOC100644036		FBgn0262717, FBgn0262717, FBgn0262717, FBgn0262717
OG0000918	LOC126924534	LOC117209935	LOC122576025	LOC105665633		FBgn0037339, FBgn0037339, FBgn0037339, FBgn0037339
OG0000919	LOC126924535	LOC117209934	LOC122576026	LOC100648145	LOC552708, LOC552708, LOC552708	FBgn0028468
OG0000920	LOC126924568	LOC117208899	LOC122575476, LOC122575884	LOC100651020		FBgn0085431, FBgn0085431, FBgn0085431
OG0000921	LOC126924026	LOC117208869	LOC122575987	LOC100642660	LOC551036, LOC551036	FBgn0052675, FBgn0052675
OG0000922	LOC126924053	LOC117208864	LOC122575764	LOC100645892	LOC410058, LOC410058	FBgn0002772, FBgn0002772
OG0000923	LOC126924945	LOC117216785	LOC122569951	LOC100646983		FBgn0014033, FBgn0020376, FBgn0020377, FBgn0031547
OG0000924	LOC126924936	LOC117216701	LOC122570229	LOC100645915		FBgn0263397, FBgn0263397, FBgn0263397, FBgn0263397
OG0000925	LOC126924935	LOC117210504, LOC117215827, LOC117216409	LOC122570167, LOC122570248	LOC100644487		FBgn0010926
OG0000926	LOC126925044	LOC117216798	LOC122570308	LOC100646982		FBgn0259175, FBgn0259175, FBgn0259175, FBgn0259175
OG0000927	LOC126925057	LOC117216679	LOC122570328	LOC100646626		FBgn0020238, FBgn0020238, FBgn0020238, FBgn0020238
OG0000928	LOC126924732	LOC117216831	LOC122570057	LOC100648209		FBgn0040056, FBgn0040056, FBgn0040056, FBgn0040056
OG0000929	LOC126924835	LOC117216745	LOC122569987	LOC100651330		FBgn0283712, FBgn0283712, FBgn0283712, FBgn0283712
OG0000930	LOC126924842	LOC117216660	LOC122570313	LOC100651083	LOC410041, LOC410041, LOC410041	FBgn0035710
OG0000931	LOC126924691, LOC126924695	LOC117216721	LOC122570153, LOC122570155	LOC100644851, LOC105665990		FBgn0034129
OG0000932	LOC126925111	LOC117210565	LOC122569989	LOC100642758		FBgn0025681, FBgn0025681, FBgn0025681, FBgn0025681
OG0000933	LOC126925119	LOC117210542	LOC122570234	LOC100650364		FBgn0264307, FBgn0264307, FBgn0264307, FBgn0264307
OG0000934	LOC126925135	LOC117210491	LOC122570390	LOC100646981		FBgn0033015, FBgn0033015, FBgn0033015, FBgn0033015
OG0000935	LOC126925144	LOC117210502	LOC122570393	LOC100652239		FBgn0022361, FBgn0022361, FBgn0022361, FBgn0022361
OG0000936	LOC126924880, LOC126924882	LOC117210518	LOC122570343	LOC100650229, LOC105665978		FBgn0250910, FBgn0250910
OG0000937	LOC126925245	LOC117216936	LOC122576794	LOC100647321		FBgn0024947, FBgn0024947, FBgn0024947, FBgn0024947
OG0000938	LOC126925222	LOC117216922, LOC117216949	LOC122576277	LOC100645930		FBgn0028496, FBgn0028496, FBgn0028496
OG0000939	LOC126925585	LOC117217111	LOC122576762	LOC100642664		FBgn0035978, FBgn0035978, FBgn0035978, FBgn0035978
OG0000940	LOC126925403	LOC117217001	LOC122576384	LOC100646806		FBgn0004914, FBgn0004914, FBgn0004914, FBgn0004914
OG0000941	LOC126925485, LOC126925486	LOC117216866, LOC117216867	LOC122576425, LOC122576427	LOC100644382, LOC100644503		
OG0000942	LOC126925696	LOC117217193	LOC122576378	LOC100650947		FBgn0034885, FBgn0034885, FBgn0034885, FBgn0034885
OG0000943	LOC126925217	LOC117214389	LOC122576800	LOC100642592		FBgn0038402, FBgn0038402, FBgn0038402, FBgn0038402
OG0000944	LOC126925498	LOC117214270	LOC122576485	LOC100649558		FBgn0261276, FBgn0261276, FBgn0261276, FBgn0261276
OG0000945	LOC126926317	LOC117212030	LOC122576945	LOC100651268		FBgn0030310, FBgn0033327, FBgn0043575, FBgn0043576
OG0000946	LOC126926334, LOC126926335	LOC117211939	LOC122576972, LOC122576974	LOC100648727, LOC105666641		FBgn0030887
OG0000947	LOC126926144	LOC117212018	LOC122577146	LOC100646608		FBgn0266758, FBgn0266758, FBgn0266758, FBgn0266758
OG0000948	LOC126926576, LOC126926578, LOC126927769			LOC110120271, LOC110120273, LOC125386526, LOC125386759, LOC125386761		
OG0000949	LOC126926643	LOC117209873	LOC122577218	LOC105666679		FBgn0000015, FBgn0000015, FBgn0000015, FBgn0000015
OG0000950	LOC126926623	LOC117211169	LOC122577202	LOC100643224		FBgn0003339, FBgn0003339, FBgn0003339, FBgn0003339
OG0000951	LOC126926609	LOC117211132	LOC122577305	LOC100643550	LOC724422, LOC724422	FBgn0002522, FBgn0002522
OG0000952	LOC126926552	LOC117211158	LOC122577293	LOC100642388		FBgn0259985, FBgn0259985, FBgn0259985, FBgn0259985
OG0000953	LOC126926515	LOC117211138	LOC122577206	LOC100644829		FBgn0000382, FBgn0000382, FBgn0000382, FBgn0000382
OG0000954	LOC126926426	LOC117211202	LOC122577230	LOC100647243		FBgn0003502, FBgn0003502, FBgn0003502, FBgn0003502
OG0000955		LOC117217109				FBgn0032416, FBgn0041247, FBgn0045495, FBgn0045495, FBgn0045495, FBgn0045495, FBgn0045495
OG0000956						FBgn0001174, FBgn0035563, FBgn0035569, FBgn0035570, FBgn0035572, FBgn0036349, FBgn0042199, FBgn0085295
OG0000957						FBgn0033490, FBgn0036321, FBgn0036323, FBgn0036831, FBgn0036833, FBgn0039592, FBgn0039593, FBgn0053346
OG0000958						FBgn0262111, FBgn0262111, FBgn0262111, FBgn0262111, FBgn0262111, FBgn0262111, FBgn0262111, FBgn0262111
OG0000959						FBgn0086372, FBgn0086372, FBgn0086372, FBgn0086372, FBgn0086372, FBgn0086372, FBgn0086372, FBgn0086372
OG0000960						FBgn0036066, FBgn0038414, FBgn0038415, FBgn0038416, FBgn0052053, FBgn0052054, FBgn0262007, FBgn0262008
OG0000961						FBgn0023523, FBgn0026384, FBgn0026390, FBgn0026391, FBgn0026392, FBgn0026395, FBgn0041626, FBgn0062565
OG0000962						FBgn0264598, FBgn0264598, FBgn0264598, FBgn0264598, FBgn0264598, FBgn0264598, FBgn0264598, FBgn0264598
OG0000963						FBgn0037174, FBgn0037174, FBgn0037174, FBgn0038394, FBgn0039298, FBgn0039482, FBgn0039483, FBgn0039485
OG0000964						FBgn0031554, FBgn0038654, FBgn0085305, FBgn0260645, FBgn0260646, FBgn0261630, FBgn0261633, FBgn0261634
OG0000965						FBgn0013334, FBgn0013334, FBgn0013334, FBgn0013334, FBgn0013334, FBgn0013334, FBgn0013334, FBgn0013334
OG0000966						FBgn0033076, FBgn0051128, FBgn0052219, FBgn0053710, FBgn0085287, FBgn0262891, FBgn0264472, FBgn0264540
OG0000967						FBgn0265726, FBgn0265726, FBgn0265726, FBgn0265726, FBgn0265726, FBgn0265726, FBgn0265726, FBgn0265726
OG0000968						FBgn0029961, FBgn0029965, FBgn0029966, FBgn0029968, FBgn0030385, FBgn0259188, FBgn0259189, FBgn0259190
OG0000969						FBgn0034480, FBgn0039308, FBgn0039309, FBgn0039310, FBgn0039312, FBgn0039313, FBgn0051380, FBgn0053301
OG0000970						FBgn0030882, FBgn0030882, FBgn0030882, FBgn0030882, FBgn0052495, FBgn0052495, FBgn0052495, FBgn0052495
OG0000971						FBgn0033650, FBgn0053766, FBgn0053767, FBgn0053768, FBgn0053769, FBgn0053770, FBgn0053771, FBgn0053772
OG0000972						FBgn0037175, FBgn0053640, FBgn0053641, FBgn0053642, FBgn0053643, FBgn0053645, FBgn0085289, FBgn0286834
OG0000973						FBgn0035793, FBgn0035793, FBgn0035793, FBgn0035793, FBgn0035793, FBgn0035793, FBgn0035793, FBgn0035793
OG0000974						FBgn0031517, FBgn0031522, FBgn0031523, FBgn0037485, FBgn0037485, FBgn0037486, FBgn0037486, FBgn0053282
OG0000975						FBgn0026754, FBgn0026755, FBgn0026756, FBgn0038082, FBgn0038083, FBgn0040260, FBgn0040261, FBgn0040262
OG0000976						FBgn0034321, FBgn0034322, FBgn0034323, FBgn0034324, FBgn0034325, FBgn0034325, FBgn0034326, FBgn0054028
OG0000977						FBgn0030455, FBgn0031597, FBgn0031610, FBgn0037085, FBgn0037085, FBgn0037584, FBgn0037722, FBgn0264744
OG0000978						FBgn0000414, FBgn0000414, FBgn0000414, FBgn0000414, FBgn0000414, FBgn0000414, FBgn0000414, FBgn0000414
OG0000979						FBgn0032422, FBgn0032897, FBgn0032897, FBgn0032899, FBgn0032900, FBgn0032900, FBgn0032900, FBgn0051675
OG0000980						FBgn0040784, FBgn0085361, FBgn0260867, FBgn0260868, FBgn0260869, FBgn0260870, FBgn0260871, FBgn0260873
OG0000981						FBgn0041775, FBgn0041775, FBgn0041775, FBgn0041775, FBgn0041775, FBgn0041775, FBgn0041775, FBgn0041775
OG0000982						FBgn0010415, FBgn0010415, FBgn0010415, FBgn0010415, FBgn0010415, FBgn0010415, FBgn0010415, FBgn0010415
OG0000983						FBgn0020279, FBgn0020279, FBgn0020279, FBgn0020279, FBgn0020279, FBgn0020279, FBgn0020279, FBgn0020279
OG0000984						FBgn0035976, FBgn0035976, FBgn0035976, FBgn0035976, FBgn0035976, FBgn0035976, FBgn0035976, FBgn0035976
OG0000985						FBgn0030247, FBgn0035497, FBgn0035497, FBgn0035497, FBgn0035497, FBgn0035497, FBgn0035497, FBgn0035497
OG0000986						FBgn0039908, FBgn0039908, FBgn0039908, FBgn0039908, FBgn0039908, FBgn0039908, FBgn0039908, FBgn0039908
OG0000987						FBgn0034382, FBgn0034383, FBgn0037761, FBgn0037762, FBgn0037763, FBgn0037764, FBgn0037765, FBgn0051141
OG0000988						FBgn0033897, FBgn0033897, FBgn0033897, FBgn0033897, FBgn0033897, FBgn0033897, FBgn0033897, FBgn0033897
OG0000989						FBgn0034075, FBgn0034075, FBgn0034075, FBgn0034075, FBgn0034075, FBgn0034075, FBgn0034075, FBgn0034075
OG0000990						FBgn0014396, FBgn0014396, FBgn0014396, FBgn0014396, FBgn0014396, FBgn0014396, FBgn0014396, FBgn0014396
OG0000991						FBgn0051635, FBgn0051635, FBgn0051635, FBgn0051635, FBgn0051635, FBgn0051635, FBgn0051635, FBgn0051635
OG0000992						FBgn0039897, FBgn0039897, FBgn0039897, FBgn0039897, FBgn0039897, FBgn0039897, FBgn0039897, FBgn0039897
OG0000993						FBgn0003495, FBgn0003495, FBgn0003495, FBgn0003495, FBgn0003495, FBgn0003495, FBgn0003495, FBgn0003495
OG0000994						FBgn0263346, FBgn0263346, FBgn0263346, FBgn0263346, FBgn0263346, FBgn0263346, FBgn0263346, FBgn0263346
OG0000995						FBgn0027598, FBgn0027598, FBgn0027598, FBgn0027598, FBgn0027598, FBgn0027598, FBgn0027598, FBgn0027598
OG0000996	LOC126916641	LOC117210149	LOC122568953	LOC100646589		FBgn0037024, FBgn0037024, FBgn0037024
OG0000997	LOC126916454	LOC117210056	LOC122568898	LOC100645448		FBgn0010355, FBgn0010355, FBgn0010355
OG0000998	LOC126916693	LOC117210241	LOC122568911	LOC100644294		FBgn0036974, FBgn0036974, FBgn0036974
OG0000999	LOC126917346	LOC117210253	LOC122569723	LOC105665957		FBgn0037084, FBgn0037084, FBgn0037084
OG0001000	LOC126917307	LOC117210010	LOC122569719	LOC100651371		FBgn0036257, FBgn0036257, FBgn0036257
OG0001001	LOC126918442	LOC117210194, LOC117210224	LOC122569350, LOC122569351	LOC100649831		FBgn0032144
OG0001002	LOC126915786	LOC117209750, LOC117213314	LOC122568854	LOC100646382		FBgn0035711, FBgn0035711
OG0001003	LOC126921039	LOC117209753	LOC122569000	LOC100642845		FBgn0051472, FBgn0051472, FBgn0051473
OG0001004	LOC126916378	LOC117209742	LOC122568993	LOC100642490		FBgn0029663, FBgn0029663, FBgn0029663
OG0001005	LOC126915101	LOC117206908	LOC122569131	LOC100648136		FBgn0038816, FBgn0038816, FBgn0038816
OG0001006	LOC126914151	LOC117204420	LOC122569196	LOC100649062		FBgn0035995, FBgn0035995, FBgn0035995
OG0001007	LOC126914268	LOC117204360	LOC122569203	LOC100648826		FBgn0032160, FBgn0032161, FBgn0032162
OG0001008	LOC126921306	LOC117204502	LOC122569566	LOC100650442		FBgn0004401, FBgn0004401, FBgn0004401
OG0001009	LOC126921578	LOC117211631	LOC122569664	LOC100646949		FBgn0032688, FBgn0032688, FBgn0032688
OG0001010	LOC126921799		LOC122569322	LOC100646948		FBgn0267487, FBgn0267487, FBgn0267487, FBgn0267487
OG0001011	LOC126921733	LOC117211734	LOC122569705	LOC100646110		FBgn0261555, FBgn0261555, FBgn0261555
OG0001012	LOC126913789	LOC117211703	LOC122569504	LOC100651837		FBgn0035677, FBgn0035677, FBgn0035677
OG0001013	LOC126929030	LOC117211641	LOC122569112	LOC100648477		FBgn0036191, FBgn0036191, FBgn0036191
OG0001014	LOC126926839	LOC117211642	LOC122569122	LOC100646658		FBgn0085385, FBgn0085385, FBgn0085385
OG0001015	LOC126928774	LOC117211693	LOC122569679	LOC100652236		FBgn0051122, FBgn0051122, FBgn0051122
OG0001016	LOC126922198	LOC117207655	LOC122569072, LOC122569539	LOC100651954		FBgn0263456, FBgn0263456
OG0001017	LOC126922217	LOC117207649	LOC122569516	LOC100642284		FBgn0035688, FBgn0035688, FBgn0035688
OG0001018	LOC126922497	LOC117207673	LOC122569659	LOC100645676		FBgn0038700, FBgn0038701, FBgn0038702
OG0001019	LOC126918586	LOC117208961	LOC122569028	LOC100648862		FBgn0036317, FBgn0036317, FBgn0036317
OG0001020	LOC126919259	LOC117208999	LOC122569247	LOC100650116		FBgn0261822, FBgn0261822, FBgn0261822
OG0001021	LOC126919324	LOC117208976	LOC122569356	LOC100650810		FBgn0263934, FBgn0263934, FBgn0263934
OG0001022	LOC126919398	LOC117209086	LOC122569362	LOC100651201		FBgn0026619, FBgn0026619, FBgn0026619
OG0001023	LOC126919355	LOC117209083	LOC122569358	LOC100651080		FBgn0033244, FBgn0033244, FBgn0033244
OG0001024	LOC126920847	LOC117209142	LOC122568858	LOC100645795		FBgn0037327, FBgn0037327, FBgn0037327
OG0001025	LOC126916840	LOC117209114	LOC122569714	LOC100646623		FBgn0052103, FBgn0052103, FBgn0052103
OG0001026	LOC126917876	LOC117209056	LOC122569117	LOC100645286		FBgn0005411, FBgn0005411, FBgn0005411
OG0001027	LOC126917799	LOC117212934	LOC122569522	LOC100643217		FBgn0038197, FBgn0038197, FBgn0038197
OG0001028	LOC126923950	LOC117212947	LOC122571939	LOC100645644		FBgn0031760, FBgn0031760, FBgn0031760
OG0001029	LOC126923964	LOC117212948	LOC122571810	LOC100652082		FBgn0028540, FBgn0028540, FBgn0028540
OG0001030	LOC126925431	LOC117214578	LOC122571498	LOC100648288		FBgn0032717, FBgn0032717, FBgn0032717
OG0001031	LOC126928432	LOC117214573, LOC117215152	LOC122572083	LOC100647109		FBgn0004841, FBgn0004841
OG0001032	LOC126921368, LOC126929035	LOC117211068, LOC117211072	LOC122571294	LOC110120227, LOC125386135		
OG0001033	LOC126929017	LOC117215576	LOC122572240	LOC100652183		FBgn0005278, FBgn0005278, FBgn0005278
OG0001034	LOC126928711	LOC117211230, LOC117212379	LOC122572000	LOC100644772		FBgn0051760, FBgn0051760
OG0001035	LOC126928708	LOC117211452	LOC122572066	LOC100650469		FBgn0010909, FBgn0010909, FBgn0010909
OG0001036	LOC126924554	LOC117211430	LOC122571755	LOC100651111, LOC125386334		FBgn0036195, FBgn0036195
OG0001037	LOC126924353, LOC126926292, LOC126926617, LOC126927794	LOC117209470, LOC117215228	LOC122570272			
OG0001038	LOC126913885	LOC117205191	LOC122572121	LOC100652128		FBgn0003520, FBgn0003520, FBgn0003520
OG0001039	LOC126913880	LOC117205131	LOC122571313	LOC100642850	LOC551763, LOC551763	FBgn0023529
OG0001040	LOC126913897	LOC117205292	LOC122571301	LOC100643455		FBgn0037130, FBgn0037130, FBgn0037130
OG0001041	LOC126913914	LOC117205294	LOC122571524	LOC100644529		FBgn0022382, FBgn0022382, FBgn0022382
OG0001042	LOC126913871	LOC117205153	LOC122571531	LOC100645130		FBgn0266696, FBgn0266696, FBgn0266696
OG0001043	LOC126928955	LOC117205182	LOC122571853	LOC100647346		FBgn0036510, FBgn0036510, FBgn0036510
OG0001044	LOC126928905	LOC117205178	LOC122571850	LOC100647107		FBgn0020370, FBgn0020370, FBgn0020370
OG0001045	LOC126927572	LOC117214309	LOC122571905	LOC100644567		FBgn0087008, FBgn0087008, FBgn0087008
OG0001046	LOC126927606	LOC117214310	LOC122571907	LOC100646232		FBgn0034606, FBgn0034606, FBgn0034606
OG0001047	LOC126924827	LOC117214182	LOC122571502	LOC100650291		FBgn0261565, FBgn0261565, FBgn0261565
OG0001048	LOC126925092	LOC117214186	LOC122571509	LOC100650607		FBgn0035981, FBgn0035981, FBgn0054029
OG0001049	LOC126924956	LOC117214191	LOC122571364	LOC100651046		FBgn0051973, FBgn0051973, FBgn0051973
OG0001050	LOC126926973	LOC117207110	LOC122571583	LOC100642851		FBgn0052333, FBgn0052333, FBgn0052333
OG0001051	LOC126925600	LOC117212900	LOC122571705	LOC100645170		FBgn0025692, FBgn0025692, FBgn0025692
OG0001052	LOC126925755	LOC117211032, LOC117211034, LOC117212925	LOC122571650	LOC100645229		FBgn0034968
OG0001053	LOC126928123	LOC117209591	LOC122571516	LOC100651571		FBgn0039261, FBgn0039261, FBgn0039261
OG0001054	LOC126925249	LOC117209494, LOC117209637	LOC122571336	LOC100652131		FBgn0026433, FBgn0052232
OG0001055	LOC126928867	LOC117209474	LOC122571384	LOC100645205, LOC100646152		FBgn0028692, FBgn0028692
OG0001056	LOC126926036	LOC117209625	LOC122572191	LOC100648171		FBgn0030400, FBgn0030400, FBgn0030400
OG0001057	LOC126928701	LOC117209584	LOC122571983	LOC100651959		FBgn0042138, FBgn0042138, FBgn0042138
OG0001058	LOC126928684	LOC117209565	LOC122571969	LOC100651978		FBgn0026389, FBgn0028963, FBgn0032096
OG0001059	LOC126928696	LOC117209574	LOC122571693	LOC100649065	LOC726326, LOC726326	FBgn0003480
OG0001060	LOC126928680		LOC122572047	LOC125384614		FBgn0086680, FBgn0086680, FBgn0086680, FBgn0086680
OG0001061	LOC126923399	LOC117209391	LOC122572008	LOC100646187		FBgn0010352, FBgn0010352, FBgn0010352
OG0001062	LOC126923432	LOC117209450	LOC122572009	LOC100647036		FBgn0087035, FBgn0087035, FBgn0087035
OG0001063	LOC126928767	LOC117209345	LOC122571890	LOC105666160		FBgn0004907, FBgn0004907, FBgn0004907
OG0001064	LOC126928811	LOC117209375	LOC122571634	LOC100651088		FBgn0003117, FBgn0003117, FBgn0003117
OG0001065	LOC126928824	LOC117209418	LOC122571636	LOC100642374		FBgn0035023, FBgn0035023, FBgn0035023
OG0001066	LOC126928777	LOC117209406	LOC122571619	LOC100642611		FBgn0085386, FBgn0085386, FBgn0085386
OG0001067	LOC126928787	LOC117209387	LOC122571460	LOC100651289		FBgn0034137, FBgn0034137, FBgn0034137
